Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,Crystalforms upload name,ConformerSites upload name,CanonSites upload name,CrystalformSites upload name,Quatassemblies upload name,Crystalforms short tag,ConformerSites short tag,CanonSites short tag,CrystalformSites short tag,Quatassemblies short tag,Crystalforms alias,ConformerSites alias,CanonSites alias,CrystalformSites alias,Quatassemblies alias,Pose,[Other] upload_4 2025-04-02,[Other] upload_2 2025-02-28,[Other] upload_1 2025-02-12,[Other] fff_i1_design,[Other] New,[Other] P2 Wave 1,[Other] Active site fragment,[Other] upload_6_2025-02-13,[Other] S2 site,[Other] Fragment Screen,[Other] Bogyo covalents,[Other] Covalent,[Other] upload_1 2024-12-06,[Series] Indazole series,[Other] upload_061224,[Other] upload_5 2025-02-03,[Other] upload_3 2024-12-19,[Other] upload_4 2025-01-06,[Other] S3 site,[Other] S4 site,[Other] S5 site,[Other] Sun-roof open,[Other] upload_2 2024-12-12,[Other] S1 site,[Other] S1' site,[Series] Piperidine series,[Other] upload_3 2025-03-06,[Other] Lactam Series,[Other] P3 compound design,Main status,GOOD count,MEDIOCRE count,BAD count
A2293a,A71EV2A-x2293_E_201_v1,A71EV2A-x2293,ASAP-0030249-001,Cn1nc(C(=O)NC[C@@H]2Cc3ccccc3CN2)c2ccccc21,A71EV2A-x0911/A/133/A_v1,False,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A2293a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,
A2304a,A71EV2A-x2304_E_246_v1,A71EV2A-x2304,ASAP-0030304-001,Cn1nc(C(=O)Nc2cn[nH]c2)c2ccccc21,A71EV2A-x0911/A/133/A_v1,False,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A2304a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,
A2339a,A71EV2A-x2339_E_246_v1,A71EV2A-x2339,ASAP-0030497-001,Cn1nc(C(=O)NC2CC2)c2cc(F)ccc21,A71EV2A-x0911/A/133/A_v1,False,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A2339a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A2351a,A71EV2A-x2351_E_246_v1,A71EV2A-x2351,ASAP-0030611-001,Cn1nc(C(N)=O)c2cc(F)ccc21,A71EV2A-x0911/A/133/A_v1,False,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A2351a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A2448a,A71EV2A-x2448_E_246_v1,A71EV2A-x2448,ASAP-0018764-002,CN(C)S(=O)(=O)c1cccnc1,A71EV2A-x0541/A/97/A_v1,False,F1 - A71_2A_open,3a - A71EV2A-x0541/A/147,3 - A71EV2A-x0541/A/147/1,F1x - A71EV2A-x0541/A/147/1,A1 - monomer,F1 - A71_2A_open,3a - A0541/A/147,3 - A0541/A/147/1,F1x - A0541/A/147,A1 - monomer,F1 - A71_2A_open,3a - A0541/A/147,3 - A0541/A/147/1,F1x - A0541/A/147,A1 - monomer,A2448a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A2454a,A71EV2A-x2454_E_246_v1,A71EV2A-x2454,ASAP-0019110-002,CC(=O)Nc1cccc(NC(N)=O)c1,A71EV2A-x0911/A/133/A_v1,False,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A2454a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A2458a,A71EV2A-x2458_E_246_v1,A71EV2A-x2458,ASAP-0018402-002,CNS(=O)(=O)c1ccccc1Cl,A71EV2A-x0541/A/97/A_v1,False,F1 - A71_2A_open,3a - A71EV2A-x0541/A/147,3 - A71EV2A-x0541/A/147/1,F1x - A71EV2A-x0541/A/147/1,A1 - monomer,F1 - A71_2A_open,3a - A0541/A/147,3 - A0541/A/147/1,F1x - A0541/A/147,A1 - monomer,F1 - A71_2A_open,3a - A0541/A/147,3 - A0541/A/147/1,F1x - A0541/A/147,A1 - monomer,A2458a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A2513a,A71EV2A-x2513_D_301_v1,A71EV2A-x2513,ASAP-0030968-001,COc1ccc(Cl)c2c1C(=O)C(=O)N2,A71EV2A-x0911/A/133/A_v1,False,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A2513a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A2629a,A71EV2A-x2629_D_246_v1,A71EV2A-x2629,ASAP-0030531-001,COc1ccccc1NC(=O)Nc1cccnc1,A71EV2A-x0911/A/133/A_v1,False,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A2629a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A2846a,A71EV2A-x2846_E_301_v1,A71EV2A-x2846,ASAP-0031281-001,Cn1nc(C(=O)NCCc2cocn2)c2ccccc21,A71EV2A-x0911/A/133/A_v1,False,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A2846a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A2972a,A71EV2A-x2972_A_201_v1,A71EV2A-x2972,ASAP-0031631-001,Cn1nc(C(=O)NCc2c[nH]cn2)c2ccccc21,A71EV2A-x0911/A/133/A_v1,False,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A2972a,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,,,,
A3054a,A71EV2A-x3054_A_201_v1,A71EV2A-x3054,ASAP-0031501-001,Cc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A3054a,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,,,,
A3066a,A71EV2A-x3066_E_301_v1,A71EV2A-x3066,ASAP-0018935-002,CNC(=O)c1cn(C)c2ccccc12,A71EV2A-x0911/A/133/A_v1,False,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A3066a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A3175a,A71EV2A-x3175_A_201_v1,A71EV2A-x3175,ASAP-0031591-001,Cc1cc(CNC(=O)c2cn(C)c3ccccc23)on1,A71EV2A-x0911/A/133/A_v1,False,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - A0911/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,A3175a,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,,,,
A3176a,A71EV2A-x3176_A_201_v1,A71EV2A-x3176,ASAP-0031604-001,COC[C@H](C)NC(=O)c1nn(C)c2ccccc12,A71EV2A-x0911/A/133/A_v1,False,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - A0911/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,A3176a,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,,,,
A3177a,A71EV2A-x3177_A_201_v1,A71EV2A-x3177,ASAP-0031536-001,Cn1nc(C(=O)N[C@H]2C[C@H]2CO)c2ccccc21,A71EV2A-x0911/A/133/A_v1,False,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - A0911/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,A3177a,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,,,,
A3178a,A71EV2A-x3178_A_201_v1,A71EV2A-x3178,ASAP-0031668-001,Cn1nc(C(=O)N[C@H]2CCOC2)c2ccccc21,A71EV2A-x0911/A/133/A_v1,False,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - A0911/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,A3178a,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,,,,
A3181a,A71EV2A-x3181_A_201_v1,A71EV2A-x3181,ASAP-0031733-001,Cn1nc(C(=O)NCCn2cncn2)c2ccccc21,A71EV2A-x0911/A/133/A_v1,False,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A3181a,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,,,,
A3181b,A71EV2A-x3181_A_202_v1,A71EV2A-x3181,ASAP-0031733-001,Cn1nc(C(=O)NCCn2cncn2)c2ccccc21,A71EV2A-x3181/A/20/A_v1,False,F1 - A71_2A_open,5a - A71EV2A-x3181/A/202,5 - A71EV2A-x3181/A/202/1,F1ab - A71EV2A-x3181/A/202/1,A1 - monomer,F1 - A71_2A_open,5a - A3181/A/202,5 - A3181/A/202/1,F1ab - A3181/A/202,A1 - monomer,F1 - A71_2A_open,5a - A3181/A/202,5 - A3181/A/202/1,F1ab - A3181/A/202,A1 - monomer,A3181b,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A3186a,A71EV2A-x3186_D_245_v1,A71EV2A-x3186,ASAP-0031746-001,COc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A3186a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A3188a,A71EV2A-x3188_A_201_v1,A71EV2A-x3188,ASAP-0031853-001,Cn1cc2c(CC(=O)N3CCC[C@H](C(N)=O)C3)cccc2n1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A3188a,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A3189a,A71EV2A-x3189_A_201_v1,A71EV2A-x3189,ASAP-0031853-001,Cn1cc2c(CC(=O)N3CCC[C@H](C(N)=O)C3)cccc2n1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A3189a,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,,,,
A3191a,A71EV2A-x3191_A_201_v1,A71EV2A-x3191,ASAP-0031848-001,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3occc23)C1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A3191a,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,,,,
A3193a,A71EV2A-x3193_A_201_v1,A71EV2A-x3193,ASAP-0031754-001,NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(Cl)c2Br)C1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A3193a,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,,,,
A3194a,A71EV2A-x3194_A_201_v1,A71EV2A-x3194,ASAP-0031813-001,Cc1cc(CC(=O)N2CCC[C@H](C(N)=O)C2)ccn1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A3194a,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,,,,
A3201a,A71EV2A-x3201_A_201_v1,A71EV2A-x3201,ASAP-0031772-001,COc1ncccc1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A3201a,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A3207a,A71EV2A-x3207_A_201_v1,A71EV2A-x3207,ASAP-0031919-001,NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(N)c2)C1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A3207a,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,,,,
A3208a,A71EV2A-x3208_A_201_v1,A71EV2A-x3208,ASAP-0031936-001,NC(=O)[C@H]1CCCN(C(=O)Cc2cc(C(F)(F)F)ccc2Cl)C1,A71EV2A-x0911/A/133/A_v1,False,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - A0911/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,A3208a,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,,,,
A3210a,A71EV2A-x3210_A_201_v1,A71EV2A-x3210,ASAP-0031959-001,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3cn[nH]c23)C1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A3210a,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,,,,
A3218a,A71EV2A-x3218_A_201_v1,A71EV2A-x3218,ASAP-0031953-001,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CCNc3[nH]ncc32)C1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A3218a,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,,,,
A3221a,A71EV2A-x3221_A_201_v1,A71EV2A-x3221,ASAP-0031958-001,Cc1nc(C)c(CC(=O)N2CCC[C@H](C(N)=O)C2)[nH]1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A3221a,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,,,,
A3222a,A71EV2A-x3222_E_201_v1,A71EV2A-x3222,ASAP-0031943-001,NC(=O)[C@H]1CCCN(C(=O)c2[nH]ncc2Br)C1,A71EV2A-x0911/A/133/A_v1,False,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - A0911/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,A3222a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A3223a,A71EV2A-x3223_D_301_v1,A71EV2A-x3223,ASAP-0031972-001,NC(=O)[C@H]1CCCN(C(=O)c2ccnc3[nH]ncc23)C1,A71EV2A-x0911/A/133/A_v1,False,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - A0911/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A_x3178_new_long_dials_041024,1b - A0911/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,A3223a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A3225a,A71EV2A-x3225_A_201_v1,A71EV2A-x3225,ASAP-0031970-001,Cc1nc2ccccc2n1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A3225a,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,,,,
A3229a,A71EV2A-x3229_A_201_v1,A71EV2A-x3229,ASAP-0031947-001,COc1ccncc1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0911/A/133/A_v1,False,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A3229a,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,,,,
